# coding: utf-8
# 小鹤音形用户词库（与系统词条重码时居后）
# 该文件以UTF-8编码保存
# 编码格式：字词+Tab符+编码（用户词库本身有重码则还需后面+Tab符+权重，权重大者居前，权重数字随意）
 
#    === 强调一下 === 
# 
#   词条和编码之间的不是空格，而是Tab符，如果你不知道，就复制下面编码中的空白处
#   或者按住键盘 G 键，切换到功能键盘，使用上面的Tab键
# 
#    ================
# 
# 如两个用户词重码，则需加权重排序，权重大者居前，如下：
#
# 同文	tw	90
# 提问	tw	30
#
# 如只加一个用户词，无需权重，如下（如想置于系统词“台湾”前，请把词条放到flypy_top文件内）：
# 
# 同文	tw
#    ================
#
# 虽然文本码表编辑较为方便，但不适合导入大量条目

#用户词库，下一行后开始添加。切换方案或部署后生效
# no comment
瘁	cvbu
avoidable	avoidable
avoidance	avoidance
avoirdupois	avoirdupois
avow	avow
avowed	avowed
avuncular	avuncular
await	await
awake	awake
awaken	awaken
awakening	awakening
award	award
aware	aware
awareness	awareness
awash	awash
away	away
awe	awe
awesome	awesome
awestruck	awestruck
awful	awful
awfully	awfully
awhile	awhile
awkward	awkward
awning	awning
awoke	awoke
awoken	awoken
AWOL	AWOL
awry	awry
axe	axe
axeman	axeman
axiom	axiom
axiomatic	axiomatic
axis	axis
axle	axle
ayatollah	ayatollah
aye	aye
ayes	ayes
azalea	azalea
azimuth	azimuth
azure	azure
B	B
BA	BA
baa	baa
babble	babble
babby	babby
babe	babe
babel	babel
baboon	baboon
baby	baby
Babygro	Babygro
babyhood	babyhood
babyish	babyish
babysit	babysit
babysitter	babysitter
baccalaureate	baccalaureate
baccy	baccy
bachelor	bachelor
bachelorhood	bachelorhood
bacillus	bacillus
back	back
backache	backache
backbiting	backbiting
backboard	backboard
backbone	backbone
backchat	backchat
backcloth	backcloth
backcomb	backcomb
backdate	backdate
backdrop	backdrop
backer	backer
backfire	backfire
backgammon	backgammon
background	background
backhand	backhand
backhanded	backhanded
backhander	backhander
backhoe	backhoe
backing	backing
backlash	backlash
backless	backless
backlog	backlog
backpack	backpack
backscratching	backscratching
backside	backside
backslapping	backslapping
backslash	backslash
backsliding	backsliding
backstage	backstage
backstreet	backstreet
backstroke	backstroke
backswing	backswing
backtrack	backtrack
backward	backward
backwardness	backwardness
backwards	backwards
backwash	backwash
backwater	backwater
backwoods	backwoods
backyard	backyard
bacon	bacon
bacteria	bacteria
bacteriology	bacteriology
bad	bad
baddy	baddy
bade	bade
badge	badge
badger	badger
badinage	badinage
badly	badly
badminton	badminton
badness	badness
baffle	baffle
bag	bag
bagatelle	bagatelle
bagel	bagel
baggage	baggage
baggy	baggy
bagpipes	bagpipes
baguette	baguette
bah	bah
bail	bail
bailey	bailey
bailiff	bailiff
bairn	bairn
bait	bait
baize	baize
bake	bake
Bakelite	Bakelite
baker	baker
bakery	bakery
baking	baking
balaclava	balaclava
balalaika	balalaika
balance	balance
balanced	balanced
balcony	balcony
bald	bald
balderdash	balderdash
balding	balding
baldly	baldly
bale	bale
baleful	baleful
balk	balk
balky	balky
ball	ball
ballad	ballad
ballast	ballast
ballboy	ballboy
ballcock	ballcock
ballerina	ballerina
ballet	ballet
ballgirl	ballgirl
ballistic	ballistic
ballistics	ballistics
balloon	balloon
balloonist	balloonist
ballot	ballot
ballpark	ballpark
ballpoint	ballpoint
ballroom	ballroom
balls	balls
ballyhoo	ballyhoo
balm	balm
balmy	balmy
baloney	baloney
balsa	balsa
balsam	balsam
baluster	baluster
balustrade	balustrade
bamboo	bamboo
bamboozle	bamboozle
ban	ban
banal	banal
banality	banality
banana	banana
band	band
bandage	bandage
bandanna	bandanna
bandit	bandit
banditry	banditry
bandmaster	bandmaster
bandolier	bandolier
bandsman	bandsman
bandstand	bandstand
bandwagon	bandwagon
bandy	bandy
bane	bane
baneful	baneful
bang	bang
banger	banger
bangle	bangle
banish	banish
banishment	banishment
banister	banister
banjo	banjo
bank	bank
bankable	bankable
banker	banker
banking	banking
banknote	banknote
bankroll	bankroll
bankrupt	bankrupt
bankruptcy	bankruptcy
banner	banner
bannister	bannister
banns	banns
banquet	banquet
banqueting	banqueting
banquette	banquette
banshee	banshee
bantam	bantam
bantamweight	bantamweight
banter	banter
bantering	bantering
banyan	banyan
bap	bap
baptism	baptism
baptismal	baptismal
Baptist	Baptist
baptize	baptize
bar	bar
barb	barb
barbarian	barbarian
barbaric	barbaric
barbarism	barbarism
barbarity	barbarity
barbarous	barbarous
barbecue	barbecue
barbed	barbed
barbell	barbell
barber	barber
barbershop	barbershop
barbie	barbie
barbiturate	barbiturate
bard	bard
bare	bare
bareback	bareback
barefaced	barefaced
barefoot	barefoot
bareheaded	bareheaded
barely	barely
barf	barf
bargain	bargain
bargaining	bargaining
barge	barge
bargepole	bargepole
baritone	baritone
barium	barium
bark	bark
barker	barker
barley	barley
barmaid	barmaid
barman	barman
barmy	barmy
barn	barn
barnacle	barnacle
barnstorm	barnstorm
barnstorming	barnstorming
barnyard	barnyard
barometer	barometer
baron	baron
baroness	baroness
baronet	baronet
baronetcy	baronetcy
baronial	baronial
barony	barony
baroque	baroque
barque	barque
barrack	barrack
barracks	barracks
barracuda	barracuda
barrage	barrage
barrel	barrel
barren	barren
barrette	barrette
barricade	barricade
barrier	barrier
barring	barring
barrister	barrister
barrow	barrow
Bart	Bart
bartender	bartender
barter	barter
basalt	basalt
base	base
baseball	baseball
baseboard	baseboard
based	based
baseless	baseless
baseline	baseline
basement	basement
bases	bases
bash	bash
bashful	bashful
bashing	bashing
BASIC	BASIC
basic	basic
basically	basically
basics	basics
basil	basil
basilica	basilica
basilisk	basilisk
basin	basin
basis	basis
bask	bask
basket	basket
basketball	basketball
basmati	basmati
basque	basque
bass	bass
basset	basset
bassinet	bassinet
bassist	bassist
bassoon	bassoon
bassoonist	bassoonist
bastard	bastard
bastardize	bastardize
baste	baste
bastion	bastion
bat	bat
batch	batch
bated	bated
bath	bath
bathe	bathe
bathed	bathed
bather	bather
bathing	bathing
bathos	bathos
bathrobe	bathrobe
bathroom	bathroom
bathtub	bathtub
bathwater	bathwater
batik	batik
batman	batman
baton	baton
batsman	batsman
battalion	battalion
batten	batten
batter	batter
battered	battered
battering	battering
battery	battery
battle	battle
battleaxe	battleaxe
battlecruiser	battlecruiser
battledress	battledress
battlefield	battlefield
battlements	battlements
battleship	battleship
batty	batty
bauble	bauble
Bauhaus	Bauhaus
baulk	baulk
bauxite	bauxite
bawdy	bawdy
bawl	bawl
bay	bay
bayonet	bayonet
bayou	bayou
bazaar	bazaar
bazooka	bazooka
BBC	BBC
BC	BC
BCE	BCE
be	be
beach	beach
beachcomber	beachcomber
beachhead	beachhead
beachwear	beachwear
beacon	beacon
bead	bead
beaded	beaded
beading	beading
beady	beady
beagle	beagle
beak	beak
beaked	beaked
beaker	beaker
beam	beam
beamed	beamed
bean	bean
beanbag	beanbag
beanfeast	beanfeast
beanie	beanie
beanpole	beanpole
bear	bear
bearable	bearable
beard	beard
bearer	bearer
bearing	bearing
bearish	bearish
bearskin	bearskin
beast	beast
beastly	beastly
beat	beat
beater	beater
beatific	beatific
beatify	beatify
beating	beating
beatitude	beatitude
beatnik	beatnik
beau	beau
Beaujolais	Beaujolais
beaut	beaut
beauteous	beauteous
beautician	beautician
beautiful	beautiful
beautifully	beautifully
beautify	beautify
beauty	beauty
beaux	beaux
beaver	beaver
bebop	bebop
becalmed	becalmed
became	became
because	because
beck	beck
beckon	beckon
become	become
becoming	becoming
BEd	BEd
bed	bed
bedbug	bedbug
bedchamber	bedchamber
bedclothes	bedclothes
bedcover	bedcover
bedding	bedding
bedeck	bedeck
bedevil	bedevil
bedfellow	bedfellow
bedhead	bedhead
bedlam	bedlam
bedlinen	bedlinen
Bedouin	Bedouin
bedpan	bedpan
bedpost	bedpost
bedraggled	bedraggled
bedridden	bedridden
bedrock	bedrock
bedroom	bedroom
bedside	bedside
bedsit	bedsit
bedsore	bedsore
bedspread	bedspread
bedstead	bedstead
bedtime	bedtime
bee	bee
beech	beech
beef	beef
beefburger	beefburger
beefcake	beefcake
beefsteak	beefsteak
beefy	beefy
beehive	beehive
beeline	beeline
been	been
beep	beep
beeper	beeper
beer	beer
beery	beery
beeswax	beeswax
beet	beet
beetle	beetle
beetroot	beetroot
befall	befall
befit	befit
before	before
beforehand	beforehand
befriend	befriend
befuddled	befuddled
beg	beg
began	began
beget	beget
beggar	beggar
beggarly	beggarly
begin	begin
beginner	beginner
beginning	beginning
begone	begone
begonia	begonia
begot	begot
begotten	begotten
begrudge	begrudge
begrudgingly	begrudgingly
beguile	beguile
beguiling	beguiling
begum	begum
begun	begun
behalf	behalf
behave	behave
behaviour	behaviour
behaviourism	behaviourism
behead	behead
beheld	beheld
behest	behest
behind	behind
behindhand	behindhand
behold	behold
beholden	beholden
beholder	beholder
behove	behove
beige	beige
being	being
bejewelled	bejewelled
belabour	belabour
belated	belated
belay	belay
belch	belch
beleaguered	beleaguered
belfry	belfry
belie	belie
belief	belief
believable	believable
believe	believe
believer	believer
belittle	belittle
bell	bell
belladonna	belladonna
bellboy	bellboy
belle	belle
bellicose	bellicose
belligerent	belligerent
bellow	bellow
bellows	bellows
belly	belly
bellyache	bellyache
bellyflop	bellyflop
bellyful	bellyful
belong	belong
belongings	belongings
beloved	beloved
below	below
belt	belt
belted	belted
beltway	beltway
bemoan	bemoan
bemused	bemused
bench	bench
benchmark	benchmark
bend	bend
bender	bender
bendy	bendy
beneath	beneath
Benedictine	Benedictine
benediction	benediction
benefaction	benefaction
benefactor	benefactor
benefice	benefice
beneficent	beneficent
beneficial	beneficial
beneficiary	beneficiary
benefit	benefit
benevolent	benevolent
Bengali	Bengali
benighted	benighted
benign	benign
bent	bent
bentwood	bentwood
benzene	benzene
bequeath	bequeath
bequest	bequest
berate	berate
bereave	bereave
bereaved	bereaved
bereavement	bereavement
bereft	bereft
beret	beret
berk	berk
berry	berry
berserk	berserk
berth	berth
beseech	beseech
beseeching	beseeching
beset	beset
beside	beside
besides	besides
besiege	besiege
besmirch	besmirch
besotted	besotted
besought	besought
bespectacled	bespectacled
bespoke	bespoke
best	best
bestial	bestial
bestiality	bestiality
bestir	bestir
bestow	bestow
bet	bet
beta	beta
betel	betel
betide	betide
betoken	betoken
betray	betray
betrayal	betrayal
betrothal	betrothal
betrothed	betrothed
better	better
betterment	betterment
betting	betting
between	between
betwixt	betwixt
bevel	bevel
bevelled	bevelled
beverage	beverage
bevy	bevy
bewail	bewail
beware	beware
bewilder	bewilder
bewildering	bewildering
bewilderment	bewilderment
bewitch	bewitch
bewitching	bewitching
beyond	beyond
biannual	biannual
bias	bias
biased	biased
biathlon	biathlon
bib	bib
bible	bible
biblical	biblical
bibliography	bibliography
bibliophile	bibliophile
bibulous	bibulous
bicameral	bicameral
bicarb	bicarb
bicarbonate	bicarbonate
bicentenary	bicentenary
bicentennial	bicentennial
biceps	biceps
bicker	bicker
bicycle	bicycle
bicyclist	bicyclist
bid	bid
biddable	biddable
bidder	bidder
bidding	bidding
bide	bide
bidet	bidet
biennial	biennial
bier	bier
biff	biff
bifocals	bifocals
bifurcate	bifurcate
big	big
bigamist	bigamist
bigamy	bigamy
biggie	biggie
bight	bight
bigot	bigot
bigoted	bigoted
bigotry	bigotry
bigwig	bigwig
bijou	bijou
bike	bike
biker	biker
bikini	bikini
bilabial	bilabial
bilateral	bilateral
bilberry	bilberry
bile	bile
bilge	bilge
bilharzia	bilharzia
bilingual	bilingual
bilious	bilious
bilk	bilk
bill	bill
billboard	billboard
billet	billet
billfold	billfold
billhook	billhook
billiards	billiards
billing	billing
billion	billion
billionaire	billionaire
billow	billow
billy	billy
bimbo	bimbo
bimonthly	bimonthly
bin	bin
binary	binary
bind	bind
binder	binder
binding	binding
bindweed	bindweed
binge	binge
bingo	bingo
binman	binman
binoculars	binoculars
binomial	binomial
biochemist	biochemist
biochemistry	biochemistry
biodata	biodata
biodegradable	biodegradable
biodiversity	biodiversity
biographer	biographer
biography	biography
biological	biological
biologist	biologist
biology	biology
biomass	biomass
bionic	bionic
biophysics	biophysics
biopic	biopic
biopsy	biopsy
biorhythm	biorhythm
biosphere	biosphere
biotechnology	biotechnology
bipartisan	bipartisan
biped	biped
biplane	biplane
birch	birch
bird	bird
birdbrain	birdbrain
birdcage	birdcage
birdie	birdie
birdseed	birdseed
birdsong	birdsong
birdwatcher	birdwatcher
Biro	Biro
birth	birth
birthday	birthday
birthing	birthing
birthmark	birthmark
birthplace	birthplace
birthright	birthright
biscuit	biscuit
bisect	bisect
bisexual	bisexual
bishop	bishop
bishopric	bishopric
bison	bison
bisque	bisque
bistro	bistro
bit	bit
bitch	bitch
bitchy	bitchy
bite	bite
biting	biting
bitmap	bitmap
bitten	bitten
bitter	bitter
bitterly	bitterly
bittern	bittern
bitty	bitty
bitumen	bitumen
bituminous	bituminous
bivalve	bivalve
bivouac	bivouac
bizarre	bizarre
blab	blab
blabber	blabber
blabbermouth	blabbermouth
black	black
blackball	blackball
blackberry	blackberry
blackberrying	blackberrying
blackbird	blackbird
blackboard	blackboard
blackcurrant	blackcurrant
blacken	blacken
blackguard	blackguard
blackhead	blackhead
blackjack	blackjack
blackleg	blackleg
blacklist	blacklist
blackmail	blackmail
blackmailer	blackmailer
blackout	blackout
blacksmith	blacksmith
blackthorn	blackthorn
blacktop	blacktop
bladder	bladder
blade	blade
blah	blah
blame	blame
blameless	blameless
blameworthy	blameworthy
blanch	blanch
blancmange	blancmange
bland	bland
blandishments	blandishments
blank	blank
blanket	blanket
blare	blare
blarney	blarney
blase	blase
blaspheme	blaspheme
blasphemy	blasphemy
blast	blast
blasted	blasted
blatant	blatant
blather	blather
blaze	blaze
blazer	blazer
blazing	blazing
blazon	blazon
bleach	bleach
bleachers	bleachers
bleak	bleak
blearily	blearily
bleary	bleary
bleat	bleat
bleed	bleed
bleeder	bleeder
bleeding	bleeding
bleep	bleep
bleeper	bleeper
blemish	blemish
blench	blench
blend	blend
blender	blender
bless	bless
blessed	blessed
blessing	blessing
blether	blether
blew	blew
blight	blight
blighter	blighter
blimey	blimey
blimp	blimp
blind	blind
blinder	blinder
blindfold	blindfold
blinding	blinding
blindingly	blindingly
blindly	blindly
blindside	blindside
blink	blink
blinker	blinker
blinkered	blinkered
blinking	blinking
blip	blip
bliss	bliss
blissful	blissful
blister	blister
blistering	blistering
blithe	blithe
blithering	blithering
blitz	blitz
blitzkrieg	blitzkrieg
blizzard	blizzard
bloat	bloat
bloated	bloated
bloater	bloater
blob	blob
bloc	bloc
block	block
blockade	blockade
blockage	blockage
blockbuster	blockbuster
blockhead	blockhead
bloke	bloke
blonde	blonde
blood	blood
bloodbath	bloodbath
bloodhound	bloodhound
bloodied	bloodied
bloodless	bloodless
bloodletting	bloodletting
bloodlust	bloodlust
bloodshed	bloodshed
bloodshot	bloodshot
bloodstain	bloodstain
bloodstock	bloodstock
bloodstream	bloodstream
bloodthirsty	bloodthirsty
bloody	bloody
bloom	bloom
bloomer	bloomer
bloomers	bloomers
blooming	blooming
blooper	blooper
blossom	blossom
blot	blot
blotch	blotch
blotchy	blotchy
blotter	blotter
blotto	blotto
blouse	blouse
blow	blow
blower	blower
blowhard	blowhard
blowhole	blowhole
blowlamp	blowlamp
blown	blown
blowsy	blowsy
blowtorch	blowtorch
BLT	BLT
blubber	blubber
bludgeon	bludgeon
blue	blue
bluebell	bluebell
blueberry	blueberry
bluebird	bluebird
bluebottle	bluebottle
bluegrass	bluegrass
bluejay	bluejay
blueprint	blueprint
blues	blues
bluestocking	bluestocking
bluesy	bluesy
bluff	bluff
bluish	bluish
blunder	blunder
blunderbuss	blunderbuss
blunt	blunt
bluntly	bluntly
blur	blur
blurb	blurb
blurred	blurred
blurry	blurry
blurt	blurt
blush	blush
blusher	blusher
bluster	bluster
blustery	blustery
bn	bn
BO	BO
boa	boa
boar	boar
board	board
boarder	boarder
boarding	boarding
boardroom	boardroom
boardwalk	boardwalk
boast	boast
boastful	boastful
boat	boat
boater	boater
boathook	boathook
boathouse	boathouse
boating	boating
boatman	boatman
boatyard	boatyard
Bob	Bob
bob	bob
bobbed	bobbed
bobbin	bobbin
bobble	bobble
bobby	bobby
bobcat	bobcat
bobs	bobs
bobsleigh	bobsleigh
bod	bod
bode	bode
bodge	bodge
bodice	bodice
bodily	bodily
body	body
bodybuilding	bodybuilding
bodyguard	bodyguard
bodysuit	bodysuit
bodywork	bodywork
Boer	Boer
boffin	boffin
bog	bog
bogey	bogey
bogeyman	bogeyman
boggle	boggle
boggy	boggy
bogus	bogus
bogy	bogy
bohemian	bohemian
boil	boil
boiler	boiler
boiling	boiling
boisterous	boisterous
bold	bold
bole	bole
bolero	bolero
boll	boll
bollard	bollard
bollocking	bollocking
bollocks	bollocks
bologna	bologna
bolshie	bolshie
bolster	bolster
bolt	bolt
bomb	bomb
bombardier	bombardier
bombast	bombast
bomber	bomber
bombing	bombing
bombshell	bombshell
bonanza	bonanza
bonbon	bonbon
bonce	bonce
bond	bond
bondage	bondage
bonding	bonding
bone	bone
bonemeal	bonemeal
boner	boner
bonfire	bonfire
bongo	bongo
bonhomie	bonhomie
bonk	bonk
bonkers	bonkers
bonnet	bonnet
bonny	bonny
bonsai	bonsai
bonus	bonus
bony	bony
boo	boo
boob	boob
booger	booger
boogeyman	boogeyman
boogie	boogie
boohoo	boohoo
book	book
bookable	bookable
bookbinder	bookbinder
bookcase	bookcase
bookend	bookend
bookie	bookie
booking	booking
bookish	bookish
bookkeeper	bookkeeper
booklet	booklet
bookmaker	bookmaker
bookmark	bookmark
bookmobile	bookmobile
bookplate	bookplate
bookseller	bookseller
bookshop	bookshop
bookstall	bookstall
bookworm	bookworm
boom	boom
boomer	boomer
boomerang	boomerang
boon	boon
boondocks	boondocks
boondoggle	boondoggle
boonies	boonies
boor	boor
boorish	boorish
boost	boost
booster	booster
boot	boot
bootee	bootee
booth	booth
bootlace	bootlace
bootleg	bootleg
bootstrap	bootstrap
booty	booty
booze	booze
boozer	boozer
boozy	boozy
bop	bop
borage	borage
borax	borax
Bordeaux	Bordeaux
bordello	bordello
border	border
borderland	borderland
borderline	borderline
bore	bore
bored	bored
boredom	boredom
borehole	borehole
boring	boring
born	born
borne	borne
borough	borough
borrow	borrow
borrower	borrower
borrowing	borrowing
borscht	borscht
borstal	borstal
bosom	bosom
bosomy	bosomy
boss	boss
bossy	bossy
botanical	botanical
botanist	botanist
botany	botany
botch	botch
both	both
bother	bother
bothersome	bothersome
bothy	bothy
bottle	bottle
bottleneck	bottleneck
bottom	bottom
bottomless	bottomless
botulism	botulism
boudoir	boudoir
bouffant	bouffant
bougainvillea	bougainvillea
bough	bough
bought	bought
bouillabaisse	bouillabaisse
bouillon	bouillon
boulder	boulder
boulevard	boulevard
bounce	bounce
bouncer	bouncer
bouncing	bouncing
bouncy	bouncy
bound	bound
boundary	boundary
bounden	bounden
boundless	boundless
bounds	bounds
bounteous	bounteous
bountiful	bountiful
bounty	bounty
bouquet	bouquet
bourbon	bourbon
bourgeois	bourgeois
bourgeoisie	bourgeoisie
bourse	bourse
bout	bout
boutique	boutique
boutonniere	boutonniere
bovine	bovine
bow	bow
bowdlerize	bowdlerize
bowel	bowel
bower	bower
bowl	bowl
bowler	bowler
bowling	bowling
bowman	bowman
box	box
boxcar	boxcar
boxed	boxed
boxer	boxer
boxful	boxful
boxing	boxing
boxroom	boxroom
boxwood	boxwood
boy	boy
boycott	boycott
boyfriend	boyfriend
boyhood	boyhood
boyish	boyish
bozo	bozo
bra	bra
brace	brace
bracelet	bracelet
bracing	bracing
bracken	bracken
bracket	bracket
brackish	brackish
brae	brae
brag	brag
braggart	braggart
Brahman	Brahman
braid	braid
Braille	Braille
brain	brain
brainchild	brainchild
brainless	brainless
brainpower	brainpower
brainstorm	brainstorm
brainstorming	brainstorming
brainwash	brainwash
brainwashing	brainwashing
brainwave	brainwave
brainy	brainy
braise	braise
brake	brake
bramble	bramble
bran	bran
branch	branch
brand	brand
branded	branded
brandish	brandish
brandy	brandy
brash	brash
brass	brass
brasserie	brasserie
brassiere	brassiere
brassy	brassy
brat	brat
bravado	bravado
brave	brave
bravo	bravo
bravura	bravura
braw	braw
brawl	brawl
brawn	brawn
brawny	brawny
bray	bray
brazen	brazen
brazier	brazier
brazil	brazil
breach	breach
bread	bread
breadbasket	breadbasket
breadboard	breadboard
breadcrumbs	breadcrumbs
breaded	breaded
breadfruit	breadfruit
breadline	breadline
breadth	breadth
breadwinner	breadwinner
break	break
breakable	breakable
breakage	breakage
breakaway	breakaway
breakdown	breakdown
breaker	breaker
breakfast	breakfast
breakneck	breakneck
breakout	breakout
breakthrough	breakthrough
breakwater	breakwater
bream	bream
breast	breast
breastbone	breastbone
breastfeed	breastfeed
